;filename;components;SMILES;CAS;InChI;Temperature, K;Pressure, kPa;Molar heat capacity at constant pressure, J/K/mol;Molar heat capacity at constant pressure, J/K/mol_std
189081;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;339.61;101.325;389.81;1.16943
189082;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;340.53;101.325;390.68;1.17204
189083;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;340.99;101.325;390.97;1.17291
189084;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;341.91;101.325;391.9;1.1757
189085;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;342.82;101.325;392.95;1.17885
189086;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;343.73;101.325;393.35;1.18005
189087;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;344.62;101.325;393.96;1.18188
189088;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;345.52;101.325;394.82;1.18446
189089;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;346.4;101.325;396.04;1.18812
189090;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;347.28;101.325;396.15;1.18845
189091;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;348.16;101.325;397.03;1.19109
189092;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;349.03;101.325;396.87;1.19061
189093;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;349.89;101.325;397.86;1.19358
189094;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;350.75;101.325;398.4;1.1952
189095;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;351.6;101.325;397.8;1.1934
189096;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;352.45;101.325;397.92;1.19376
189097;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;354.12;101.325;401.27;1.20381
189098;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;354.41;101.325;401.25;1.20375
189099;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;355.24;101.325;400.85;1.20255
189100;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;356.06;101.325;400.95;1.20285
189101;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;356.87;101.325;401.61;1.20483
189102;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;357.67;101.325;402.4;1.2072
189103;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;358.47;101.325;402.62;1.20786
189104;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;359.27;101.325;402.51;1.20753
189105;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;360.06;101.325;402.5;1.2075
189106;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;360.84;101.325;404.15;1.21245
189107;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;361.61;101.325;405.1;1.2153
189108;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;362.38;101.325;405.27;1.21581
189109;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;363.15;101.325;406.09;1.21827
189110;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;363.91;101.325;406.9;1.2207
189111;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;364.66;101.325;406.47;1.21941
189112;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;365.41;101.325;407.47;1.22241
189113;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;366.15;101.325;407.61;1.22283
189114;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;366.27;101.325;407.63;1.22289
189115;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;367.01;101.325;406.87;1.22061
189116;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;367.73;101.325;408.31;1.22493
189117;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;368.45;101.325;410.51;1.23153
189118;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;369.17;101.325;410.57;1.23171
189119;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;369.88;101.325;409.74;1.22922
189120;j.jct.2010.05.002;1,1'-biphenyl, 4-(1,1-dimethylethyl)-;CC(C)(C)c1ccc(cc1)c2ccccc2;1625-92-9;InChIKey=CDOYZTOFTGTGBC-UHFFFAOYSA-N;370.58;101.325;410.84;1.23252
229557;j.jct.2011.06.010;benzenecarboxylic acid;OC(=O)c1ccccc1;65-85-0;InChIKey=WPYMKLBDIGXBTP-UHFFFAOYSA-N;298.15;101.325;146.06;0.33
229558;j.jct.2011.06.010;benzene, hexafluoro-;Fc1c(F)c(F)c(F)c(F)c1F;392-56-3;InChIKey=ZQBFAOFFOQMSGJ-UHFFFAOYSA-N;298.15;101.325;221.42;0.21
229559;j.jct.2011.06.010;"3'-phenyl-1,1';2',1''-terphenyl";c1ccc(cc1)c2cccc(c3ccccc3)c2c4ccccc4;32718-86-8;InChIKey=CHBDXRNMDNRJJC-UHFFFAOYSA-N;298.15;101.325;356.2;0.8
229561;j.jct.2011.06.010;m-terphenyl;c1ccc(cc1)c2cccc(c2)c3ccccc3;1323-04-2;InChIKey=YJTKZCDBKVTVBY-UHFFFAOYSA-N;298.15;101.325;277.42;0.32
229562;j.jct.2011.06.010;1,4-diphenylbenzene;c1ccc(cc1)c2ccc(cc2)c3ccccc3;75831-65-1;InChIKey=XJKSTNDFUHDPQJ-UHFFFAOYSA-N;298.15;101.325;279.58;0.36
229563;j.jct.2011.06.010;1,1'-biphenyl, 4,4'-diphenyl-;c1ccc(cc1)c2ccc(cc2)c3ccc(cc3)c4ccccc4;135-70-6;InChIKey=GPRIERYVMZVKTC-UHFFFAOYSA-N;298.15;101.325;363.45;0.75
229564;j.jct.2011.06.010;benzene, 1,3,5-triphenyl-;c1ccc(cc1)c2cc(cc(c2)c3ccccc3)c4ccccc4;612-71-5;InChIKey=SXWIAEOZZQADEY-UHFFFAOYSA-N;298.15;101.325;357.96;0.53
230728;j.jct.2011.06.019;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;273.15;5000.0;103.1;0.5155
230729;j.jct.2011.06.019;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;293.15;5000.0;110.2;0.551
230730;j.jct.2011.06.019;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;313.15;5000.0;118.0;0.59
230731;j.jct.2011.06.019;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;333.15;5000.0;129.1;0.6455
230732;j.jct.2011.06.019;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;273.15;10000.0;102.1;0.5105
230733;j.jct.2011.06.019;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;293.15;10000.0;109.0;0.545
230734;j.jct.2011.06.019;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;313.15;10000.0;116.8;0.584
230735;j.jct.2011.06.019;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;333.15;10000.0;127.7;0.6385
230736;j.jct.2011.06.019;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;273.15;15000.0;101.7;0.5085
230737;j.jct.2011.06.019;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;293.15;15000.0;108.1;0.5405
230738;j.jct.2011.06.019;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;313.15;15000.0;115.5;0.5775
230739;j.jct.2011.06.019;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;333.15;15000.0;126.0;0.63
230740;j.jct.2011.06.019;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;273.15;20000.0;100.7;0.5035
230741;j.jct.2011.06.019;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;293.15;20000.0;107.4;0.537
230742;j.jct.2011.06.019;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;313.15;20000.0;114.9;0.5745
230743;j.jct.2011.06.019;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;333.15;20000.0;124.7;0.6235
230748;j.jct.2011.06.019;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;273.15;5000.0;213.1;1.0655
230749;j.jct.2011.06.019;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;293.15;5000.0;223.0;1.115
230750;j.jct.2011.06.019;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;5000.0;230.3;1.1515
230751;j.jct.2011.06.019;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;333.15;5000.0;238.7;1.1935
230752;j.jct.2011.06.019;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;273.15;10000.0;210.9;1.0545
230753;j.jct.2011.06.019;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;293.15;10000.0;218.2;1.091
230754;j.jct.2011.06.019;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;10000.0;226.2;1.131
230755;j.jct.2011.06.019;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;333.15;10000.0;235.0;1.175
230756;j.jct.2011.06.019;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;273.15;15000.0;208.1;1.0405
230757;j.jct.2011.06.019;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;293.15;15000.0;216.8;1.084
230758;j.jct.2011.06.019;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;15000.0;223.1;1.1155
230759;j.jct.2011.06.019;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;333.15;15000.0;232.0;1.16
230760;j.jct.2011.06.019;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;273.15;20000.0;207.2;1.036
230761;j.jct.2011.06.019;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;293.15;20000.0;214.4;1.072
230762;j.jct.2011.06.019;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;20000.0;221.6;1.108
230763;j.jct.2011.06.019;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;333.15;20000.0;229.3;1.1465
235689;j.jct.2011.08.012;2-methylheptane;CCCCCC(C)C;592-27-8;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N;293.15;5000.0;233.8;1.169
235690;j.jct.2011.08.012;2-methylheptane;CCCCCC(C)C;592-27-8;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N;293.15;10000.0;231.7;1.1585
235691;j.jct.2011.08.012;2-methylheptane;CCCCCC(C)C;592-27-8;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N;293.15;15000.0;229.1;1.1455
235692;j.jct.2011.08.012;2-methylheptane;CCCCCC(C)C;592-27-8;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N;293.15;20000.0;228.0;1.14
235693;j.jct.2011.08.012;2-methylheptane;CCCCCC(C)C;592-27-8;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N;293.15;25000.0;224.8;1.124
235695;j.jct.2011.08.012;2-methylheptane;CCCCCC(C)C;592-27-8;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N;313.15;5000.0;246.8;1.234
235696;j.jct.2011.08.012;2-methylheptane;CCCCCC(C)C;592-27-8;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N;313.15;10000.0;245.1;1.2255
235697;j.jct.2011.08.012;2-methylheptane;CCCCCC(C)C;592-27-8;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N;313.15;15000.0;243.2;1.216
235698;j.jct.2011.08.012;2-methylheptane;CCCCCC(C)C;592-27-8;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N;313.15;20000.0;240.8;1.204
235699;j.jct.2011.08.012;2-methylheptane;CCCCCC(C)C;592-27-8;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N;313.15;25000.0;235.1;1.1755
235834;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;273.15;5000.0;158.7;0.7935
235835;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;273.15;10000.0;158.4;0.792
235836;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;273.15;15000.0;158.2;0.791
235837;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;273.15;20000.0;157.9;0.7895
235838;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;273.15;25000.0;157.2;0.786
235840;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;293.15;5000.0;173.9;0.8695
235841;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;293.15;10000.0;172.8;0.864
235842;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;293.15;15000.0;173.5;0.8675
235843;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;293.15;20000.0;172.1;0.8605
235844;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;293.15;25000.0;171.7;0.8585
235846;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;313.15;5000.0;189.8;0.949
235847;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;313.15;10000.0;189.0;0.945
235848;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;313.15;15000.0;187.6;0.938
235849;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;313.15;20000.0;186.7;0.9335
235850;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;313.15;25000.0;186.0;0.93
235852;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;333.15;5000.0;206.5;1.0325
235853;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;333.15;10000.0;204.9;1.0245
235854;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;333.15;15000.0;202.0;1.01
235855;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;333.15;20000.0;200.7;1.0035
235856;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;333.15;25000.0;199.9;0.9995
251593;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;255.69;101.325;1889.86312;3.77972624
251594;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;257.37;101.325;252.175752;0.504351504
251658;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;255.61;101.325;779.807576;1.559615152
251659;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;256.43;101.325;250.014008;0.500028016
251660;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;257.44;101.325;250.596016;0.501192032
251661;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;258.44;101.325;251.09488;0.50218976
251662;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;259.45;101.325;251.676888;0.503353776
251663;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;260.46;101.325;252.258896;0.504517792
251664;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;261.48;101.325;252.924048;0.505848096
251665;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;262.48;101.325;253.422912;0.506845824
251666;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;263.49;101.325;254.00492;0.50800984
251667;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;264.48;101.325;254.586928;0.509173856
251668;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;265.49;101.325;255.085792;0.510171584
251669;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;266.49;101.325;255.6678;0.5113356
251670;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;267.49;101.325;256.000376;0.512000752
251671;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;268.67;101.325;256.582384;0.513164768
251764;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;300.23;101.325;272.71232;0.54542464
251765;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;304.11;101.325;274.292056;0.548584112
251766;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;307.98;101.325;275.62236;0.55124472
251767;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;311.84;101.325;276.952664;0.553905328
251768;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;315.67;101.325;278.199824;0.556399648
251769;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;319.51;101.325;279.862704;0.559725408
251770;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;323.33;101.325;281.359296;0.562718592
251771;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;327.15;101.325;283.022176;0.566044352
251772;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;330.95;101.325;285.267064;0.570534128
