;filename;components;SMILES;CAS;InChI;Temperature, K;Pressure, kPa;Speed of sound, m/s;Speed of sound, m/s_std
999254;je0604378;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;302.95;75990.0;1628.0;0.05
999255;je0604378;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;312.9;75990.0;1603.13;0.05
999256;je0604378;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;292.76;75990.0;1654.15;0.05
999257;je0604378;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;307.94;75990.0;1615.55;0.05
999258;je0604378;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;318.29;75990.0;1590.0;0.05
999259;je0604378;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;298.06;91180.0;1688.89;0.05
999260;je0604378;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;312.9;91180.0;1653.05;0.05
999261;je0604378;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;302.94;91180.0;1676.97;0.05
999262;je0604378;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;292.77;91180.0;1701.99;0.05
999263;je0604378;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;307.93;91180.0;1664.79;0.05
999264;je0604378;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;318.29;91180.0;1640.62;0.05
999265;je0604378;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;312.91;101320.0;1684.72;0.05
999266;je0604378;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;302.94;101320.0;1708.0;0.05
999267;je0604378;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;298.06;101320.0;1719.64;0.05
999268;je0604378;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;307.94;101320.0;1695.96;0.05
999269;je0604378;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;292.77;101320.0;1732.68;0.05
999270;je0604378;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;318.29;101320.0;1672.37;0.05
999283;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;298.19;15200.0;1422.59;0.04
999284;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;303.27;15200.0;1406.24;0.04
999285;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;313.26;15200.0;1375.07;0.04
999286;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;318.83;15200.0;1357.83;0.04
999287;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;308.19;15210.0;1390.7;0.04
999288;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;292.77;15230.0;1440.32;0.04
999289;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;313.26;30390.0;1443.89;0.04
999290;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;318.84;30390.0;1427.84;0.04
999291;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;308.17;30400.0;1458.76;0.04
999292;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;303.28;30410.0;1473.29;0.04
999293;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;298.13;30410.0;1488.81;0.04
999294;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;292.77;30430.0;1505.21;0.04
999295;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;313.26;45590.0;1506.12;0.04
999296;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;303.27;45600.0;1533.86;0.04
999297;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;308.18;45600.0;1520.26;0.04
999298;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;318.82;45600.0;1491.03;0.04
999299;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;292.83;45610.0;1564.06;0.04
999300;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;298.09;45610.0;1548.8;0.04
999301;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;308.18;60790.0;1576.82;0.05
999302;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;313.28;60790.0;1563.47;0.05
999303;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;318.82;60790.0;1549.17;0.05
999304;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;292.78;60800.0;1619.26;0.05
999305;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;303.26;60820.0;1590.15;0.05
999306;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;298.09;60840.0;1604.63;0.05
999307;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;318.82;75990.0;1603.39;0.05
999308;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;313.23;76000.0;1616.59;0.05
999309;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;303.15;76000.0;1642.79;0.05
999310;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;292.77;76010.0;1670.06;0.05
999311;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;308.17;76020.0;1629.97;0.05
999312;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;298.07;76040.0;1656.52;0.05
999313;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;318.83;91180.0;1653.69;0.05
999314;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;298.07;91190.0;1703.92;0.05
999315;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;313.22;91200.0;1666.84;0.05
999316;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;303.16;91200.0;1691.22;0.05
999317;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;292.79;91200.0;1717.8;0.05
999318;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;308.12;91200.0;1679.2;0.05
999319;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;308.16;91210.0;1679.14;0.05
999320;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;292.83;96120.0;1732.99;0.05
999321;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;298.07;97840.0;1724.34;0.05
999322;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;308.12;101320.0;1710.26;0.05
999323;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;318.82;101330.0;1684.88;0.05
999324;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;303.2;101340.0;1722.27;0.05
999325;je0604378;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;313.22;101340.0;1697.76;0.05
999338;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;292.87;15200.0;1456.67;0.04
999339;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;297.96;15200.0;1440.24;0.04
999340;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;302.94;15200.0;1424.28;0.04
999341;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;307.92;15200.0;1408.48;0.04
999342;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;312.91;15200.0;1392.75;0.04
999343;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;318.39;15200.0;1375.92;0.04
999344;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;292.87;30390.0;1520.79;0.04
999345;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;302.94;30390.0;1490.24;0.04
999346;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;307.91;30390.0;1475.46;0.04
999347;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;297.96;30390.0;1505.39;0.04
999348;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;312.91;30390.0;1460.82;0.04
999349;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;318.39;30390.0;1444.81;0.04
999350;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;302.93;45590.0;1550.12;0.04
999351;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;292.86;45590.0;1579.55;0.04
999352;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;307.91;45590.0;1535.97;0.04
999353;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;312.91;45590.0;1522.18;0.04
999354;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;297.96;45590.0;1564.54;0.04
999355;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;318.39;45590.0;1507.26;0.04
999356;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;318.38;45590.0;1507.34;0.04
999357;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;302.93;60790.0;1606.05;0.05
999358;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;307.91;60790.0;1592.39;0.05
999359;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;292.87;60790.0;1633.97;0.05
999360;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;297.95;60790.0;1619.98;0.05
999361;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;312.91;60790.0;1578.93;0.05
999362;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;318.38;60790.0;1564.64;0.05
999363;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;302.93;75990.0;1657.58;0.05
999364;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;307.92;75990.0;1644.67;0.05
999365;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;312.91;75990.0;1631.98;0.05
999366;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;292.87;75990.0;1684.39;0.05
999367;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;297.96;75990.0;1670.69;0.05
999368;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;318.38;75990.0;1618.27;0.05
999369;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;312.91;91180.0;1681.12;0.05
999370;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;297.95;91180.0;1718.71;0.05
999371;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;302.93;91180.0;1705.79;0.05
999372;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;292.86;91180.0;1731.84;0.05
999373;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;307.92;91180.0;1693.2;0.05
999374;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;318.39;91180.0;1667.79;0.05
999375;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;318.38;91180.0;1667.82;0.05
999376;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;307.92;101320.0;1724.32;0.05
999377;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;312.91;101320.0;1712.28;0.05
999378;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;292.86;101320.0;1762.05;0.05
999379;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;297.95;101320.0;1749.18;0.05
999380;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;302.93;101320.0;1736.67;0.05
999381;je0604378;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;318.38;101320.0;1699.14;0.05
999394;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;297.95;15200.0;1453.77;0.04
999395;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;302.92;15200.0;1436.75;0.04
999396;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;308.09;15200.0;1420.03;0.04
999397;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;313.06;15200.0;1404.47;0.04
999398;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;292.91;15200.0;1470.57;0.04
999399;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;318.36;15200.0;1387.67;0.04
999400;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;292.9;30390.0;1533.84;0.04
999401;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;297.96;30390.0;1518.0;0.04
999402;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;303.08;30390.0;1501.48;0.04
999403;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;307.97;30390.0;1486.61;0.04
999404;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;313.03;30390.0;1471.9;0.04
999405;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;318.44;30390.0;1455.97;0.04
999406;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;318.45;30390.0;1455.89;0.04
999407;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;303.11;45590.0;1560.98;0.04
999408;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;292.96;45590.0;1592.01;0.04
999409;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;297.98;45590.0;1576.76;0.04
999410;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;307.98;45590.0;1546.89;0.04
999411;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;313.01;45590.0;1532.53;0.04
999412;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;318.44;45590.0;1517.7;0.04
999413;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;303.02;60790.0;1616.95;0.05
999414;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;307.96;60790.0;1603.08;0.05
999415;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;292.86;60790.0;1646.34;0.05
999416;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;297.96;60790.0;1631.39;0.05
999417;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;313.0;60790.0;1589.39;0.05
999418;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;318.41;60790.0;1575.13;0.05
999419;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;307.95;65860.0;1620.93;0.05
999420;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;318.4;65950.0;1593.73;0.05
999421;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;313.0;65980.0;1607.83;0.05
999422;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;303.03;66240.0;1635.74;0.05
999423;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;297.95;66240.0;1649.8;0.05
999424;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;307.96;68850.0;1631.26;0.05
999425;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;313.0;69200.0;1618.9;0.05
999426;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;303.05;69230.0;1645.65;0.05
999427;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;297.96;69300.0;1660.02;0.05
999428;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;307.96;71380.0;1639.82;0.05
999429;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;303.03;71560.0;1653.45;0.05
999430;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;297.99;71850.0;1668.22;0.05
999431;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;318.43;72660.0;1617.01;0.05
999432;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;313.03;72900.0;1631.48;0.05
999433;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;307.94;73310.0;1646.24;0.05
999434;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;297.99;73520.0;1673.62;0.05
999435;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;303.04;73600.0;1660.21;0.05
999436;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;318.43;73870.0;1621.06;0.05
999437;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;297.99;74700.0;1677.61;0.05
999438;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;307.93;74720.0;1650.91;0.05
999439;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;303.15;74790.0;1664.07;0.05
999440;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;307.92;75990.0;1655.12;0.05
999441;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;303.09;75990.0;1667.77;0.05
999442;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;313.04;75990.0;1641.73;0.05
999443;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;298.0;75990.0;1681.72;0.05
999444;je0604378;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;318.43;75990.0;1628.22;0.05
1004738;je060497d;butanone;CCC(C)=O;78-93-3;InChIKey=ZWEHNKRNPOVVGH-UHFFFAOYSA-N;293.15;101.0;1212.0;1.0
1004739;je060497d;butanone;CCC(C)=O;78-93-3;InChIKey=ZWEHNKRNPOVVGH-UHFFFAOYSA-N;298.15;101.0;1192.0;1.0
1004740;je060497d;butanone;CCC(C)=O;78-93-3;InChIKey=ZWEHNKRNPOVVGH-UHFFFAOYSA-N;303.15;101.0;1163.0;1.0
1004747;je060497d;2-propanol;CC(C)O;8013-70-5;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;293.15;101.0;1156.0;1.0
1004748;je060497d;2-propanol;CC(C)O;8013-70-5;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;298.15;101.0;1139.0;1.0
1004749;je060497d;2-propanol;CC(C)O;8013-70-5;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;303.15;101.0;1121.0;1.0
1004756;je060497d;ethyl ethanoate;CCOC(C)=O;141-78-6;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;293.15;101.0;1162.0;1.0
1004757;je060497d;ethyl ethanoate;CCOC(C)=O;141-78-6;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;298.15;101.0;1141.0;1.0
1004758;je060497d;ethyl ethanoate;CCOC(C)=O;141-78-6;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;303.15;101.0;1111.0;1.0
1015188;je100170v;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;298.15;101.0;1349.2;0.2
1015195;je100170v;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;298.15;101.0;1458.2;0.2
